순위,영화명,감독,관객수,제작국가,장르,국적
871,쿵푸 허슬,주성치,963580,중국,코미디,중국
872,스타워즈: 라스트 제다이,라이언 존슨,959577,미국,"액션,어드벤처,판타지,SF",미국
873,나랏말싸미,조철현,958775,한국,사극,한국
874,백야행,박신우,956767,한국,"멜로/로맨스,미스터리,범죄,스릴러",한국
875,잭 더 자이언트 킬러,브라이언 싱어,956154,미국,"판타지,드라마,어드벤처",미국
876,미드웨이,롤랜드 에머리히,955294,미국,"액션,드라마",미국
877,허삼관,하정우,955175,한국,드라마,한국
878,황후화,장예모,954387,홍콩,"액션,드라마",홍콩
879,스텝업4 : 레볼루션,스콧 스피어,953871,미국,멜로/로맨스,미국
880,트랜스포터-라스트 미션,올리비에 메가턴,951855,프랑스,액션,프랑스
881,불한당: 나쁜 놈들의 세상,변성현,951797,한국,"범죄,액션,드라마",한국
882,그는 당신에게 반하지 않았다,켄 콰피스,949324,미국,"멜로/로맨스,코미디",미국
883,상사부일체,심승보,947510,한국,"코미디,액션",한국
884,새미의 어드벤쳐,벤 스타센,946615,벨기에,"애니메이션,어드벤처",벨기에
885,오로라 공주,방은진,946372,한국,"범죄,스릴러",한국
886,GP 506,공수창,945185,한국,"공포(호러),미스터리,스릴러",한국
887,월터의 상상은 현실이 된다,벤 스틸러,941672,미국,"어드벤처,코미디,드라마",미국
888,크루즈 패밀리,"커크 드 미코,크리스 샌더스",941615,미국,"애니메이션,가족,코미디",미국
889,일본침몰,히구치 신지,940560,일본,드라마,일본
890,낭만자객,윤제균,940134,한국,코미디,한국
891,미 비포 유,테아 샤록,939658,미국,"멜로/로맨스,드라마",미국
892,오만과 편견,조 라이트,938874,미국,"멜로/로맨스,드라마",미국
893,평행이론,권호영,937029,한국,"스릴러,액션,드라마,미스터리",한국
894,투 가이즈,박헌수,931000,한국,코미디,한국
895,뽀로로 극장판 슈퍼썰매 대모험,박영균,929985,한국,애니메이션,한국
896,애나벨,존 R. 레오네티,925813,미국,공포(호러),미국
897,샤크,"비키 젠슨,롭 레터맨",925154,미국,"애니메이션,코미디",미국
898,슈퍼배드 2,"크리스 리노드,피에르 꼬팽",925108,미국,애니메이션,미국
899,불어라 봄바람,장항준,924190,한국,코미디,한국
900,아이스 에이지 2,카를로스 살다나,924050,미국,"애니메이션,코미디,어드벤처",미국
901,매그니피센트 7,안톤 후쿠아,921317,미국,"액션,서부극(웨스턴)",미국
902,배트맨 비긴즈,크리스토퍼 놀란,921300,미국,"범죄,액션,판타지",미국
903,갓 오브 이집트,알렉스 프로야스,918678,미국,"어드벤처,판타지",미국
904,주먹왕 랄프,리치 무어,918183,미국,애니메이션,미국
905,영어완전정복,김성수,917782,한국,"드라마,코미디",한국
906,투어리스트,플로리안 헨켈 폰 도너스마르크,915359,미국,"드라마,스릴러",미국
907,크로싱,김태균,907255,"한국,중국,몽고",드라마,한국
908,헷지,"팀 존슨,캐리 커크패트릭",905983,미국,"애니메이션,코미디",미국
909,더 킹,한재림,905885,"미국,영국",드라마,한국
910,더 킹,한재림,905885,"미국,영국",드라마,한국
911,더 킹,한재림,905885,"미국,영국",드라마,한국
909,더 킹,한재림,905885,"한국,미국",애니메이션,한국
910,더 킹,한재림,905885,"한국,미국",애니메이션,한국
911,더 킹,한재림,905885,"한국,미국",애니메이션,한국
909,더 킹,한재림,905885,한국,"범죄,드라마",한국
910,더 킹,한재림,905885,한국,"범죄,드라마",한국
911,더 킹,한재림,905885,한국,"범죄,드라마",한국
912,예의없는 것들,박철희,904802,한국,"액션,코미디",한국
913,썬더와 마법저택,"벤 스타센,제레미 드그루손",904145,벨기에,"애니메이션,어드벤처,가족",벨기에
914,월요일이 사라졌다,토미 위르콜라,903175,"영국,미국,프랑스,벨기에","액션,어드벤처,범죄",영국
915,마이 파더,황동혁,902090,한국,"드라마,가족",한국
916,점쟁이들,신정원,900054,한국,"코미디,공포(호러)",한국
917,인랑,김지운,897548,한국,"SF,액션",한국
918,인랑,김지운,897548,한국,"SF,액션",한국
917,인랑,김지운,897548,일본,"스릴러,액션,애니메이션,드라마",한국
918,인랑,김지운,897548,일본,"스릴러,액션,애니메이션,드라마",한국
919,누구나 비밀은 있다,장현수,896000,한국,"코미디,멜로/로맨스",한국
920,결백,박상현,893855,한국,드라마,한국
921,신비아파트 극장판 하늘도깨비 대 요르문간드,변영규,893221,한국,애니메이션,한국
922,타이탄의 분노,조나단 리브스만,893027,미국,"액션,판타지",미국
923,방과후 옥상,이석훈,891417,한국,코미디,한국
924,베오울프,로버트 저메키스,890100,미국,"애니메이션,드라마,어드벤처,판타지",미국
925,그것,안드레스 무시에티,888386,미국,"공포(호러),드라마",미국
926,몬스터 호텔,젠디 타타코브스키,884885,미국,"애니메이션,가족",미국
927,돈 텔 파파,이상훈,880744,한국,코미디,한국
928,아이스 에이지 3: 공룡시대,"카를로스 살다나,마이크 트메이어",877398,미국,"애니메이션,어드벤처,가족,드라마",미국
929,메가마인드,톰 맥그라스,875481,미국,애니메이션,미국
930,극장판 헬로카봇 : 백악기 시대,"최신규,김진철",874967,한국,애니메이션,한국
931,블랙,산제이 렐라 반살리,874913,인도,드라마,인도
932,디스 민즈 워,맥지,873396,미국,"액션,코미디,멜로/로맨스",미국
933,스카이 라인,"콜린 스트로즈,그렉 스트로즈",873079,미국,"액션,스릴러,SF",미국
934,고死 두 번째 이야기: 교생실습,유선동,872594,한국,"공포(호러),스릴러",한국
935,열한시,김현석,870785,한국,스릴러,한국
936,몬스터 대학교,댄 스캔론,870065,미국,애니메이션,미국
937,개구쟁이 스머프 2,라자 고스넬,869805,미국,"애니메이션,코미디,가족",미국
938,미확인 동영상 : 절대클릭금지,김태경,867386,한국,공포(호러),한국
939,오리엔트 특급 살인,케네스 브래너,864757,미국,"드라마,미스터리,범죄",미국
940,엑스맨: 다크 피닉스,사이먼 킨버그,862744,미국,"액션,어드벤처,SF",미국
941,맹부삼천지교,김지영,860044,한국,코미디,한국
942,작은 아씨들,그레타 거윅,859072,미국,"드라마,멜로/로맨스",미국
943,레모니 스니켓의 위험한 대결,브래드 실버링,858847,미국,코미디,미국
944,레전드 오브 타잔,데이빗 예이츠,858402,미국,"액션,어드벤처",미국
945,숙명,김해곤,858215,한국,"드라마,액션",한국
946,올드미스다이어리,김석윤,856090,한국,코미디,한국
947,살인의뢰,손용호,855980,한국,"범죄,스릴러",한국
948,헝거게임: 모킹제이,프란시스 로렌스,854377,미국,"어드벤처,SF,스릴러",미국
949,디스트릭트 9,닐 블롬캠프,853859,"미국,뉴질랜드","SF,액션,스릴러,드라마,코미디",미국
950,스타더스트,매튜 본,853441,미국,"판타지,액션,어드벤처,SF",미국
951,맨 인 블랙: 인터내셔널,F. 게리 그레이,851040,미국,"액션,코미디,SF",미국
952,좋아해줘,박현진,848148,한국,"멜로/로맨스,코미디",한국
953,만추,김태용,844103,"한국,미국,홍콩",멜로/로맨스,한국
954,오션스 트웰브,스티븐 소더버그,842000,"호주,미국","범죄,코미디",호주
955,"이대로, 죽을 순 없다(Short Time)",이영은,838419,한국,코미디,한국
956,아는 여자,장진,838000,한국,드라마,한국
957,대립군,정윤철,837500,한국,"드라마,사극",한국
958,국화꽃 향기,이정욱,837236,한국,드라마,한국
959,마린보이,윤종석,837059,한국,"액션,스릴러,범죄",한국
960,슈퍼스타 감사용,김종현,834706,한국,드라마,한국
961,체포왕,임찬익,831804,한국,"코미디,액션",한국
962,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,강석범,830000,한국,코미디,한국
963,데자뷰,토니 스콧,829891,한국,"미스터리,스릴러",미국
964,데자뷰,토니 스콧,829891,한국,"미스터리,스릴러",미국
963,데자뷰,토니 스콧,829891,미국,액션,미국
964,데자뷰,토니 스콧,829891,미국,액션,미국
965,손님,김광태,827918,한국,"판타지,공포(호러)",한국
966,로봇(애니),카를로스 살다나,826100,미국,코미디,미국
967,인시디어스 3,리 워넬,825517,미국,공포(호러),미국
968,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",824079,한국,애니메이션,한국
969,남쪽으로 튀어,임순례,821918,한국,"코미디,드라마",한국
970,베이비 드라이버,에드가 라이트,821419,영국,"액션,범죄,스릴러",영국
971,브리짓 존스의 베이비,샤론 맥과이어,820995,미국,"코미디,멜로/로맨스",미국
972,레드슈즈,홍성호,817547,한국,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스",한국
973,뮌헨,"스티븐 스필버그,크리스토프 데아크",817155,미국,"스릴러,드라마,범죄",미국
974,틴틴 : 유니콘호의 비밀,스티븐 스필버그,814023,"미국,뉴질랜드,벨기에","애니메이션,가족,어드벤처",미국
975,콜래트럴,마이클 만,814000,미국,액션,미국
976,나이브스 아웃,라이언 존슨,810208,미국,"미스터리,스릴러",미국
977,하트 오브 더 씨,론 하워드,809755,미국,"액션,어드벤처,드라마",미국
978,외출,허진호,809191,한국,멜로/로맨스,한국
979,외출,허진호,809191,한국,멜로/로맨스,한국
978,외출,허진호,809191,한국,멜로/로맨스,한국
979,외출,허진호,809191,한국,멜로/로맨스,한국
980,모범시민,F. 게리 그레이,807486,미국,"스릴러,드라마,범죄,액션",미국
981,써로게이트,조나단 모스토우,806924,미국,"SF,스릴러,액션",미국
982,밀리언 달러 베이비,클린트 이스트우드,806891,미국,드라마,미국
983,헝거게임: 더 파이널,프란시스 로렌스,806709,미국,"액션,어드벤처",미국
984,킹스 스피치,톰 후퍼,806248,"영국,호주",드라마,영국
985,스피드 레이서,"릴리 워쇼스키,라나 워쇼스키",804631,미국,"액션,가족",미국
986,하늘에서 음식이 내린다면 2,"코디 카메론,크리스 피언",800062,미국,"애니메이션,코미디,가족",미국
987,그놈은 멋있었다,이환경,800000,한국,코미디,한국
988,카트,부지영,799275,한국,드라마,한국
989,무극,첸 카이거,798091,중국,"멜로/로맨스,액션,판타지",중국
990,A-특공대,조 카나한,791173,미국,액션,미국
991,화이트: 저주의 멜로디,"김곡,김선",790954,한국,공포(호러),한국
992,상의원,이원석,790158,한국,"사극,드라마",한국
993,노트북,닉 카사베츠,789087,미국,멜로/로맨스,미국
994,잭 리처,크리스토퍼 맥쿼리,784031,미국,액션,미국
995,러시 아워 3,브렛 래트너,783668,미국,"범죄,코미디,액션,스릴러",미국
996,숨바꼭질,존 폴슨,779200,미국,"드라마,공포(호러),스릴러",미국
997,숨바꼭질,존 폴슨,779200,미국,"드라마,공포(호러),스릴러",미국
996,숨바꼭질,존 폴슨,779200,한국,스릴러,미국
997,숨바꼭질,존 폴슨,779200,한국,스릴러,미국
998,데스노트,카네코 슈스케,777230,일본,"범죄,스릴러,드라마",일본
999,관능의 법칙,권칠인,773996,한국,"드라마,코미디",한국
1000,그랜드 부다페스트 호텔,웨스 앤더슨,773649,"미국,독일","미스터리,어드벤처",미국
1001,푸른소금,이현승,771699,"한국,필리핀","액션,드라마,멜로/로맨스",한국
1002,플라이트 플랜,로베르트 슈벤트케,771544,미국,드라마,미국
1003,나는 왕이로소이다,장규성,768971,한국,"사극,코미디",한국
1004,상류사회,변혁,768442,한국,드라마,한국
1005,나의 결혼원정기,황병국,767657,한국,드라마,한국
1006,뽀로로 극장판 보물섬 대모험,"김현호,윤창섭,김현호",766758,한국,"애니메이션,가족",한국
1007,레슬러,김대웅,765963,한국,"드라마,코미디",한국
1008,토르: 마법망치의 전설,"오스카 요나손,토비 젠켈,거나 칼슨",765315,아이슬란드,"애니메이션,어드벤처",아이슬란드
1009,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,765259,"미국,독일,호주,캐나다,프랑스","액션,공포(호러),SF,스릴러",미국
1010,동해물과 백두산이,안진우,764567,한국,코미디,한국
1011,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,764072,미국,"SF,범죄,액션",미국
1012,두 얼굴의 여친,이석훈,762112,한국,"멜로/로맨스,코미디",한국
1013,리오 2,카를로스 살다나,761404,미국,"애니메이션,코미디,어드벤처",미국
1014,모던보이,정지우,758473,한국,"드라마,멜로/로맨스,미스터리",한국
1015,스플릿,최국희,757430,한국,드라마,한국
1016,볼트,"바이론 하워드,크리스 윌리엄스",757337,미국,"애니메이션,코미디,어드벤처,가족",미국
1017,캣츠,톰 후퍼,756232,"미국,영국","뮤지컬,드라마",미국
1018,"안녕, 헤이즐",조쉬 분,744387,미국,"드라마,멜로/로맨스",미국
1019,그림형제 : 마르바덴 숲의 전설,테리 길리엄,744045,미국,"판타지,가족,어드벤처",미국
1020,주유소 습격사건 2,김상진,742475,한국,"액션,코미디",한국
1021,디파티드,마틴 스코세이지,742276,미국,드라마,미국
1022,싸이보그지만 괜찮아,박찬욱,739481,한국,"SF,멜로/로맨스,판타지",한국
1023,시간 여행자의 아내,로베르트 슈벤트케,738963,미국,"멜로/로맨스,드라마,SF",미국
